,StationID,Longitude,Latitude,Height,Remark
21695,8590544,8.614545,47.412139,437,"Dietlikon, Hörnligraben"
21696,8590545,8.621946000000001,47.414249,434,"Dietlikon, Industriestrasse"
21697,8590547,8.620394000000001,47.387909,442,"Dübendorf, Alterszentrum"
21698,8590548,8.624255999999999,47.400741,442,"Dübendorf, Bahnhof Nord"
21699,8590549,8.634576,47.394815,439,"Dübendorf, Bauhof"
21700,8590550,8.625618,47.397048,441,"Dübendorf, Bettlistrasse"
21701,8590551,8.631155,47.394662,441,"Dübendorf, Branzenäsch"
21702,8590552,8.605876,47.395720000000004,436,"Dübendorf, Breitibach"
21703,8590553,8.625196,47.405471999999996,433,"Dübendorf, Chriesmatt"
21704,8590554,8.616489,47.396997999999996,436,"Dübendorf, City Center"
21705,8590555,8.628708999999999,47.394876000000004,441,"Dübendorf, Claridenstrasse"
21706,8590556,8.630995,47.405871000000005,435,"Dübendorf, Eglishölzli"
21707,8590557,8.611443,47.401871,432,"Dübendorf, EMPA"
21708,8590558,8.627406,47.402382,436,"Dübendorf, Flugplatz"
21709,8590559,8.647466,47.393071,444,"Dübendorf, Gfenn"
21710,8590561,8.607660000000001,47.402152,430,"Dübendorf, Giessen"
21711,8590562,8.629932,47.396239,439,"Dübendorf, Glärnischstrasse"
21712,8590563,8.617158,47.391288,439,"Dübendorf, Grüzenstrasse"
21713,8590565,8.652011,47.394292,447,"Dübendorf, Heidenrietstrasse"
21714,8590566,8.599181,47.396085,439,"Dübendorf, Hoffnung"
21715,8590567,8.614718,47.391781,438,"Dübendorf, Högler"
21716,8590568,8.617583999999999,47.401556,433,"Dübendorf, Im Grund"
21717,8590569,8.596653,47.38949,484,"Dübendorf, Kämmaten"
21718,8590570,8.618201,47.389334999999996,440,"Dübendorf, Kirche Wil"
21719,8590571,8.621512,47.388149,443,"Dübendorf, Kreuzbühl"
21720,8590573,8.628914,47.389216,438,"Dübendorf, Kunsteisbahn"
21721,8590574,8.645746,47.394906,440,"Dübendorf, Lindenbühl"
21722,8590575,8.620298,47.398506,434,"Dübendorf, Lindenplatz"
21723,8590576,8.613608000000001,47.396703,436,"Dübendorf, Meiershofstrasse"
21724,8590577,8.616315,47.399923,433,"Dübendorf, Memphis"
21725,8590578,8.604274,47.404831,430,"Wallisellen, Neugut"
21726,8590579,8.601356,47.402845,431,"Dübendorf, Neugut Süd"
21727,8590580,8.616908,47.396166,437,"Dübendorf, Post"
21728,8590581,8.634874,47.391556,448,"Dübendorf, Raubbühl"
21729,8590582,8.607272,47.40015,431,"Dübendorf, Ringstrasse"
21730,8590583,8.60422,47.397535999999995,435,"Dübendorf, Ringwiesen"
21731,8590584,8.640234,47.394890999999994,439,"Dübendorf, Schossacher"
21732,8590586,8.623155,47.396516,435,"Dübendorf, Schwimmbad"
21733,8590587,8.633371,47.393056,447,"Dübendorf, Sonnenberg"
21734,8590588,8.603658,47.395437,436,"Dübendorf, Sonnental"
21735,8590589,8.620024,47.39689,438,"Dübendorf, Stadthaus"
21736,8590590,8.632467,47.390537,447,"Dübendorf, Sunnhalde"
21737,8590591,8.618275,47.398671,434,"Dübendorf, Unterdorf"
21738,8590592,8.61068,47.394295,437,"Dübendorf, Wasserfurren"
21739,8590593,8.617467999999999,47.39393,438,"Dübendorf, Zelglistrasse"
21740,8590594,8.619711,47.404278000000005,435,"Dübendorf, Zwinggarten"
21741,8590596,8.634393,47.35477,624,"Ebmatingen, Leeacherstrasse"
21742,8590597,8.652313000000001,47.340703000000005,625,"Ebmatingen, Looren"
21747,8590604,8.633617999999998,47.374532,452,"Fällanden, Bruggacher"
21748,8590605,8.634717,47.371588,482,"Fällanden, Eggler"
21749,8590606,8.640164,47.371809999999996,448,"Fällanden, Gemeindehaus"
21750,8590607,8.644353,47.37612,442,"Fällanden, Industrie"
21751,8590608,8.653594,47.359715,444,"Fällanden, Jugendherberge"
21752,8590609,8.645135,47.368511,446,"Fällanden, Neuhus"
21753,8590610,8.632479,47.368625,531,"Fällanden, Schützenhaus"
21754,8590611,8.642172,47.371007,446,"Fällanden, Wigarten"
21755,8590612,8.636215,47.372246999999994,454,"Fällanden, Zil"
21756,8590613,8.649564999999999,47.325746,686,"Forch, Bahnhof"
21762,8590619,8.419585000000001,47.398711,390,"Glanzenberg, Bahnhof"
21763,8590620,8.559357,47.430569,431,"Glattbrugg, Bahnhof"
21764,8590621,8.557356,47.428096999999994,438,"Glattbrugg, Frohbühlstrasse"
21765,8590622,8.563516,47.42855,433,"Glattbrugg, Giebeleichstrasse"
21766,8590623,8.569644,47.428094,433,"Glattbrugg, Halden"
21767,8590625,8.565694,47.428124,433,"Glattbrugg, Lättenwiesen"
21768,8590626,8.560503,47.425206,430,"Glattbrugg, Lindberghplatz"
21769,8590627,8.559325999999999,47.424065999999996,430,"Glattbrugg, Mode Center TMC"
21770,8590628,8.5697,47.427014,430,"Glattbrugg, Oberhusen"
21771,8590629,8.561119,47.430534,433,"Glattbrugg, Post"
21772,8590631,8.565752,47.433376,427,"Glattbrugg, Zentrum"
21773,8590632,8.576858999999999,47.422734000000005,428,"Glattbrugg, Zil"
21774,8590633,8.561166,47.422708,424,"Glattpark, Chavez-Allee"
21775,8590634,8.562631,47.424313,425,"Glattpark, Lindbergh-Allee"
21776,8590635,8.600049,47.38485,537,"Gockhausen, Ursprungstrasse"
21806,8590668,8.598092999999999,47.326589,566,"Itschnach, Rebweg"
21807,8590669,8.594014999999999,47.325865,531,"Itschnach, Tägermoos"
21808,8590670,8.540747999999999,47.319891999999996,513,"Kilchberg ZH, Altersheim"
21809,8590671,8.545751,47.318773,490,"Kilchberg ZH, Auf Brunnen"
21810,8590672,8.5396,47.329033,483,"Kilchberg ZH, Bächlerstrasse"
21811,8590673,8.548077000000001,47.324382,424,"Kilchberg ZH, Bahnhof"
21812,8590674,8.550609,47.322091,409,"Kilchberg ZH, Bendlikon"
21813,8590675,8.542835,47.322975,495,"Kilchberg ZH, Gottlieb-Binder"
21814,8590676,8.538945,47.318434,508,"Kilchberg ZH, Hallenbad"
21815,8590677,8.541847,47.332106,451,"Kilchberg ZH, Hornhaldenstr."
21816,8590678,8.541511,47.317771,511,"Kilchberg ZH, Kirche"
21817,8590679,8.535375,47.321706,500,"Kilchberg ZH, Spital"
21818,8590680,8.545395,47.324560999999996,474,"Kilchberg ZH, Kreuzstrasse"
21819,8590681,8.551128,47.319072999999996,412,"Kilchberg ZH, Lindt & Sprüngli"
21820,8590682,8.54067,47.32636,495,"Kilchberg ZH, Mythenstrasse"
21821,8590683,8.543146,47.329692,468,"Kilchberg ZH, Paradiessteig"
21822,8590684,8.547215,47.328726,408,"Kilchberg ZH, Paradiesstrasse"
21823,8590685,8.544456,47.327107,467,"Kilchberg ZH, Sanatorium"
21824,8590686,8.543005,47.324773,503,"Kilchberg ZH, Schlimbergstr."
21825,8590687,8.553296000000001,47.31772,410,"Kilchberg ZH, Schooren"
21826,8590688,8.549491,47.317307,443,"Kilchberg ZH, Schoorenstrasse"
21827,8590689,8.547798,47.321758,441,"Kilchberg ZH,Schulhaus Dorfstr"
21828,8590690,8.545228999999999,47.321675,480,"Kilchberg ZH, Schwelle"
21829,8590691,8.540372,47.324114,504,"Kilchberg ZH, Stockengut"
21830,8590692,8.543287,47.331984000000006,432,"Kilchberg ZH, Weinbergstrasse"
21831,8590693,8.584135,47.447956,448,"Kloten, Breitistrasse/Bahnhof"
21832,8590694,8.595452,47.44457,495,"Kloten, Buchhalden"
21833,8590696,8.577455,47.451207000000004,436,"Kloten, Obstgartenstrasse"
21834,8590697,8.581309,47.446059000000005,451,"Kloten, Schluefweg"
21835,8590698,8.587669,47.445844,469,"Kloten, Schulstrasse"
21836,8590699,8.581264,47.450746,438,"Kloten, Stadthaus"
21837,8590700,8.589861,47.444167,481,"Kloten, Wallisellenstrasse"
21838,8590701,8.587528,47.311502000000004,422,"Küsnacht ZH, Gartenstrasse"
21839,8590702,8.585099000000001,47.313568,417,"Küsnacht ZH, Hallenbad"
21840,8590703,8.589176,47.312484000000005,429,"Küsnacht ZH, Oberfeld"
21841,8590704,8.583907,47.316593,422,"Küsnacht ZH, Reform. Kirche"
21842,8590705,8.58188,47.318277,418,"Küsnacht ZH, Zentrum"
21848,8590711,8.631264,47.327923999999996,665,"Maiacher, Station"
21849,8590712,8.660815,47.351903,454,"Maur, Aschbach"
21852,8590715,8.660725,47.343358,513,"Maur, Platten"
21859,8590725,8.474086,47.405522,426,"Oberengstringen, Eggbühl"
21860,8590726,8.467947,47.407339,416,"Oberengstringen, Lanzrain"
21861,8590727,8.458745,47.410488,414,"Oberengstringen, Paradies"
21862,8590728,8.462602,47.409132,413,"Oberengstringen, Zentrum"
21874,8590740,8.577524,47.42468,451,"Opfikon, Aublick"
21875,8590741,8.575211999999999,47.425035,427,"Opfikon, Austrasse"
21876,8590742,8.561656,47.429602,435,"Opfikon, Bahnhof"
21877,8590743,8.571689,47.434497,435,"Opfikon, Bubenholz"
21878,8590744,8.577937,47.432221999999996,454,"Opfikon, Dorf"
21879,8590745,8.581965,47.423484,462,"Opfikon, Fernsicht"
21880,8590746,8.581373,47.424921000000005,456,"Opfikon, Grätzli"
21881,8590747,8.579092999999999,47.426769,447,"Opfikon, Grossacker"
21882,8590748,8.574335000000001,47.428039,430,"Opfikon, Neuwiesen"
21883,8590750,8.57959,47.42832,454,"Opfikon, Vreniker"
21884,8590751,8.620091,47.364065000000004,614,"Pfaffhausen, Feldhof"
21885,8590752,8.628558,47.368557,557,"Pfaffhausen, Pfaffenstein"
21886,8590753,8.624765,47.367049,583,"Pfaffhausen, Sängglen"
21887,8590754,8.467317999999999,47.434492,441,"Regensdorf, Altersheim"
21888,8590755,8.456529,47.439434999999996,434,"Regensdorf, Moosächer"
21889,8590756,8.464431,47.436028,437,"Regensdorf, Feldblumenstrasse"
21890,8590757,8.462372,47.446121000000005,433,"Regensdorf, Pumpwerkstrasse"
21891,8590758,8.462064,47.444577,433,"Regensdorf, Querstrasse"
21892,8590759,8.461678,47.439714,436,"Regensdorf, Strassenverkehrs."
21893,8590760,8.470112,47.430221,441,"Regensdorf, Zentrum Ost"
21894,8590762,8.557542,47.435075,424,"Rümlang, Bäuler"
21895,8590765,8.53475,47.438747,457,"Rümlang, Letten"
21896,8590766,8.530288,47.451966999999996,444,"Rümlang, Oberdorf"
21897,8590767,8.529824000000001,47.450065,460,"Rümlang, Gemeindehaus"
21898,8590768,8.527488,47.461591,421,"Rümlang, Riedmattstrasse"
21899,8590771,8.553599,47.308182,440,"Rüschlikon, Bahnhof"
21900,8590772,8.548656,47.307043,503,"Rüschlikon, Belvoir"
21901,8590773,8.552707,47.310421999999996,438,"Rüschlikon, Bodengasse"
21902,8590775,8.544306,47.304565999999994,513,"Rüschlikon, Eggrain"
21903,8590776,8.551108000000001,47.306075,486,"Rüschlikon, Langhaldenstrasse"
21904,8590777,8.541997,47.307367,514,"Rüschlikon, Loorain"
21905,8590779,8.545442999999999,47.302611999999996,512,"Rüschlikon, Moosstrasse"
21906,8590780,8.550367999999999,47.30037,506,"Rüschlikon, Park im Grüene"
21907,8590781,8.550763,47.312357,448,"Rüschlikon, Rebsteig"
21908,8590782,8.546165,47.30811,505,"Rüschlikon, Säumerstrasse"
21909,8590783,8.553792999999999,47.313686,422,"Rüschlikon, Schlossstrasse"
21910,8590784,8.552939,47.305706,463,"Rüschlikon, Weidstrasse"
21912,8590786,8.448545,47.399433,393,"Schlieren, Bahnhof"
21913,8590787,8.448194,47.399823,392,"Schlieren, Bahnhof Nord"
21914,8590788,8.448065,47.396487,397,"Schlieren, Brunngasse"
21915,8590790,8.447892,47.403424,392,"Schlieren, Feldstrasse"
21916,8590791,8.460605000000001,47.397609,395,"Schlieren, Gasometerbrücke"
21917,8590792,8.437484,47.394564,410,"Schlieren, Heimeliweg"
21918,8590793,8.463014,47.400952000000004,394,"Schlieren, Industrie Gaswerk"
21919,8590794,8.438869,47.396378000000006,392,"Schlieren, Kesslerstrasse"
21920,8590795,8.467798,47.395521,397,"Schlieren, Mülligen"
21921,8590796,8.441742,47.394851,400,"Schlieren, Nassacker"
21922,8590797,8.433386,47.397109,390,"Schlieren, Reitmen"
21923,8590799,8.453738000000001,47.400809,393,"Schlieren, Rütistrasse"
21924,8590800,8.429752,47.392616,408,"Schlieren, Spital Limmattal"
21925,8590801,8.426374000000001,47.39618,400,"Schlieren, Steinacker"
21926,8590802,8.447814,47.405619,392,"Schlieren, Talacker-Windegg"
21927,8590803,8.454184,47.398511,393,"Schlieren, Wagonsfabrik"
21928,8590804,8.447484,47.397265999999995,396,"Schlieren, Zentrum"
21929,8590805,8.447105,47.39824,393,"Schlieren, Zentrum/Bahnhof"
21930,8590806,8.652001,47.380502,439,"Schwerzenbach ZH, Dorf"
21932,8590811,8.559688000000001,47.296473999999996,461,"Thalwil, Aegertli"
21934,8590813,8.561729,47.296077000000004,451,"Thalwil, Archstrasse"
21938,8590818,8.567936,47.291940999999994,443,"Thalwil, In Reben"
21941,8590821,8.55083,47.299061,510,"Thalwil, Park im Grüene"
21942,8590822,8.561112,47.298161,437,"Thalwil, Pilgerweg"
21943,8590823,8.56837,47.289984999999994,474,"Thalwil, Platte"
21944,8590824,8.562657000000002,47.296814000000005,442,"Thalwil, Post"
21946,8590826,8.559265,47.293347999999995,478,"Thalwil, Rudishaldenstrasse"
21947,8590828,8.554522,47.297298,498,"Thalwil, Seehaldenstrasse"
21948,8590829,8.566028999999999,47.291195,465,"Thalwil, Trotte"
21949,8590830,8.570523,47.289901,449,"Thalwil, Zehntenstrasse"
21950,8590831,8.44603,47.41498,417,"Unterengstringen, Aegelsee"
21951,8590832,8.449032,47.410484000000004,399,"Unterengstringen, Eckstein"
21952,8590833,8.45316,47.412237,415,"Unterengstringen, Langacher"
21953,8590834,8.429969,47.380093,450,"Urdorf Weihermatt, Bahnhof"
21954,8590835,8.435405000000001,47.391073999999996,443,"Urdorf, Bahnhof"
21955,8590837,8.427339,47.391809,410,"Urdorf, Feldegg"
21956,8590838,8.424705,47.370422999999995,455,"Urdorf, Heinrich-Stutz-Strasse"
21957,8590839,8.417914999999999,47.393643,404,"Urdorf, Herweg"
21958,8590840,8.423376,47.393813,404,"Urdorf, Luberzen"
21959,8590841,8.420406,47.387209000000006,410,"Urdorf, Neumatt"
21960,8590842,8.422393,47.387183,408,"Urdorf, Neumattstrasse"
21961,8590843,8.418569999999999,47.390336,407,"Urdorf, Niederurdorf"
21962,8590844,8.423349,47.378746,437,"Urdorf, Oberurdorf"
21963,8590845,8.425334,47.389406,409,"Urdorf, Rainweg"
21964,8590846,8.423155,47.391161,407,"Urdorf, Schlierenstrasse"
21965,8590847,8.422535,47.381263,422,"Urdorf, Sonne"
21966,8590848,8.421824,47.384345,413,"Urdorf, Spitzacker"
21967,8590849,8.425930000000001,47.382259000000005,432,"Urdorf, Uitikonerstrasse"
21968,8590851,8.674896,47.389461,458,"Volketswil, Chappeli"
21969,8590852,8.674239,47.378269,445,"Volketswil, Milandia"
21994,8590878,8.473096,47.437103,441,"Regensdorf-Watt, Bahnhof"
21995,8590879,8.5933,47.345392,587,"Waldburg, Station"
21996,8590880,8.595469,47.418529,465,"Wallisellen, Alterszentrum"
21997,8590881,8.585823,47.414307,429,"Wallisellen, Belair"
21998,8590882,8.604482,47.413113,454,"Wallisellen, Blumenweg"
21999,8590883,8.600386,47.421583,467,"Wallisellen, Bützacker"
22000,8590884,8.597269,47.411701,432,"Wallisellen, Florastrasse"
22001,8590885,8.608103999999999,47.411511,442,"Wallisellen, Furtbach"
22002,8590886,8.591022,47.416369,452,"Wallisellen, Gemeindehaus"
22003,8590887,8.598696,47.417615000000005,459,"Wallisellen, Guyer-Weg"
22004,8590888,8.593453,47.417846999999995,458,"Wallisellen, Hallenbad"
22005,8590889,8.579071,47.416497,427,"Wallisellen, Herti"
22006,8590890,8.604986,47.410121999999994,436,"Wallisellen, Ifang"
22007,8590892,8.598494,47.419911,467,"Wallisellen, Lindenplatz"
22008,8590894,8.601613,47.41101,441,"Wallisellen, Riedenerstrasse"
22009,8590895,8.597853,47.412352,436,"Wallisellen, Rosenberg"
22010,8590896,8.599372,47.423671,474,"Wallisellen, Schäfligraben"
22011,8590897,8.605588000000001,47.410979,443,"Wallisellen, Spitzacker"
22012,8590898,8.606877,47.414771,452,"Wallisellen, Sportzentrum"
22013,8590899,8.59125,47.41401,436,"Wallisellen, Zentrum"
22014,8590900,8.604885000000001,47.414575,455,"Wallisellen, Zielacker"
22015,8590901,8.645885,47.41043,444,"Wangen b D'dorf, Dorfplatz"
22016,8590902,8.642729,47.410319,437,"Wangen b D'dorf, Hätzelwisen"
22017,8590903,8.646002000000001,47.407955,445,"Wangen b D'dorf, Oberdorf"
22018,8590904,8.6417,47.409332,436,"Wangen b D'dorf, Stierwisen"
22019,8590905,8.639861999999999,47.412454,436,"Wangen b D'dorf, Weidli"
22020,8590906,8.63759,47.408061,435,"Wangen, Flugsicherungsstrasse"
22021,8590907,8.638487,47.407872,435,"Wangen, Flugsicherungszentrum"
22022,8590908,8.481651,47.446129,442,"Watt, Brünigstrasse"
22023,8590910,8.444560000000001,47.415704,416,"Weiningen ZH, Aegelsee"
22024,8590911,8.439535000000001,47.417681,411,"Weiningen ZH, Ausserdorf"
22025,8590913,8.433937,47.419554999999995,413,"Weiningen ZH, Lindenplatz"
22026,8590914,8.428666999999999,47.41835,411,"Weiningen ZH, Schulhaus"
22121,8591023,8.598149000000001,47.346819,604,"Zollikerb., Langägerten/Spital"
22122,8591024,8.597106,47.349978,580,"Zollikerberg, Hasenbart"
22123,8591025,8.617965,47.344594,640,"Zollikerberg, Oberhueb"
22124,8591026,8.607013,47.348493,592,"Zollikerberg, Resirain"
22125,8591027,8.615558,47.347632,637,"Zollikerberg, Sennhof"
22126,8591028,8.602649000000001,47.346225,606,"Zollikerberg, Station"
22127,8591029,8.601951,47.350621999999994,565,"Zollikerberg, Trichtenhauserm."
22128,8591031,8.572915,47.458447,433,"Zürich Flughafen, REGA"
22129,8591032,8.550016000000001,47.444115999999994,419,"Zürich Flughafen, Werkhof"
22130,8591033,8.501311,47.392106,402,"Zürich, Aargauerstrasse"
22131,8591034,8.507712,47.351991999999996,502,"Zürich, Albisgütli"
22132,8591035,8.494669,47.379816999999996,410,"Zürich, Albisrank"
22133,8591036,8.484789,47.374383,433,"Zürich, Albisrieden"
22134,8591037,8.485218,47.375315,429,"Zürich, Albisriederdörfli"
22135,8591038,8.510396,47.378214,411,"Zürich, Albisriederplatz"
22136,8591039,8.507252000000001,47.397763,453,"Zürich, Alte Trotte"
22137,8591040,8.561415,47.355305,427,"Zürich, Altenhofstrasse"
22138,8591041,8.524061999999999,47.410703000000005,474,"Zürich, Althoos"
22139,8591043,8.507144,47.399626,480,"Zürich, Am Börtli"
22140,8591044,8.46941,47.391234000000004,437,"Zürich, Am Suteracher"
22141,8591045,8.509528,47.398911,506,"Zürich, Appenzellerstrasse"
22142,8591046,8.500589999999999,47.425088,451,"Zürich, Aspholz"
22143,8591047,8.572127,47.41088,426,"Zürich, Aubrücke"
22144,8591048,8.548559,47.424512,439,"Zürich, Ausserdorfstrasse"
22145,8591049,8.568116,47.416694,426,"Zürich, Auzelg"
22146,8591050,8.572166000000001,47.413345,432,"Zürich, Auzelg Ost"
22147,8591051,8.483048,47.388926,402,"Zürich, Bachmattstrasse"
22148,8591052,8.522872999999999,47.378332,409,"Zürich, Bäckeranlage"
22149,8591053,8.537784,47.405896000000006,456,"Zürich, Bad Allenmoos"
22150,8591054,8.507418,47.421184000000004,456,"Zürich Affoltern, Bahnhof"
22151,8591055,8.508507,47.420662,457,"Zürich Affoltern, Bahnhof Süd"
22152,8591056,8.488375999999999,47.391109,399,"Zürich Altstetten, Bahnhof"
22153,8591057,8.489905,47.392066,398,"Zürich Altstetten, Bahnhof N"
22154,8591058,8.531574,47.364128,409,"Zürich Enge, Bahnhof"
22155,8591059,8.530457,47.364552,414,"Zürich Enge, Bahnhof/Bederstr."
22156,8591060,8.517033999999999,47.384935,404,"Zürich Hardbrücke, Bahnhof"
22157,8591061,8.518596,47.333252,436,"Zürich Leimbach, Bahnhof"
22158,8591062,8.543934,47.412403999999995,441,"Zürich Oerlikon, Bahnhof Nord"
22159,8591063,8.545848,47.413339,438,"Zürich Oerlikon, Bahnhof Ost"
22160,8591064,8.532013000000001,47.370672,413,"Zürich Selnau, Bahnhof"
22161,8591065,8.596134,47.397276,440,"Stettbach, Bahnhof"
22162,8591066,8.529525999999999,47.393444,431,"Zürich Wipkingen, Bahnhof"
22163,8591067,8.539946,47.37656,408,"Zürich, Bahnhofstrasse/HB"
22164,8591068,8.485009,47.396356,397,"Zürich, Bändliweg"
22165,8591070,8.490144,47.388763,401,"Zürich, Baslerstrasse"
22166,8591071,8.540446000000001,47.384084,428,"Zürich, Beckenhof"
22167,8591072,8.590023,47.358503999999996,602,"Zürich, Berghaldenstrasse"
22168,8591073,8.547912,47.40364,462,"Zürich, Berninaplatz"
22169,8591074,8.508709,47.393765,401,"Zürich, Bernoulli-Häuser"
22170,8591075,8.513825,47.373585999999996,415,"Zürich, Bertastrasse"
22171,8591076,8.533327,47.404373,465,"Zürich, Berufswahlschule"
22172,8591077,8.527857000000001,47.34548,431,"Zürich, Besenrainstrasse"
22173,8591078,8.555206,47.381199,520,"Zürich, Bethanien"
22174,8591079,8.525556,47.374169,411,"Zürich, Bezirksgebäude"
22175,8591080,8.534345,47.347586,409,"Zürich Wollishofen, Bhf (Bus)"
22176,8591081,8.532917999999999,47.347033,411,"Zürich Wollishofen, Bhf (Tram)"
22177,8591082,8.531976,47.351468,413,"Zürich, Billoweg"
22178,8591083,8.511676,47.362839,430,"Zürich, Grubenstrasse"
22179,8591084,8.511047999999999,47.3619,431,"Zürich, Binz Center"
22180,8591085,8.546141,47.427403999999996,443,"Zürich, Birch-/Glatttalstrasse"
22181,8591086,8.530596000000001,47.407538,463,"Zürich, Birchdörfli"
22182,8591087,8.564798,47.375735999999996,531,"Zürich, Bircher-Benner"
22183,8591088,8.535851,47.413047,440,"Zürich, Birchstrasse"
22184,8591089,8.571593,47.347173,462,"Zürich, Bleulerstrasse"
22185,8591090,8.503978,47.424147999999995,449,"Zürich, Blumenfeldstrasse"
22186,8591091,8.56734,47.402607,455,"Zürich, Bocklerstrasse"
22187,8591092,8.537904,47.414287,440,"Zürich, Bollingerweg"
22188,8591093,8.539747,47.36817,409,"Zürich, Börsenstrasse"
22189,8591094,8.557833,47.359342,421,"Zürich, Botanischer Garten"
22190,8591095,8.533628,47.36937,411,"Zürich, Brandschenkestrasse"
22191,8591097,8.487058,47.390077000000005,400,"Zürich, Bristenstrasse"
22192,8591098,8.527141,47.355146999999995,429,"Zürich, Brunau/Mutschellenstr."
22193,8591100,8.532217999999999,47.356134000000004,419,"Zürich, Brunaustrasse"
22194,8591101,8.533284,47.39841,472,"Zürich, Bucheggplatz"
22195,8591102,8.588699,47.360928,596,"Zürich, Buchholz"
22196,8591103,8.538943,47.422256,448,"Zürich, Buhnstrasse"
22197,8591104,8.571864,47.358018,451,"Zürich, Burgwies"
22198,8591105,8.540341,47.366824,408,"Zürich, Bürkliplatz"
22199,8591106,8.530314,47.341409000000006,439,"Zürich, Butzenstrasse"
22200,8591107,8.586591,47.358323,585,"Zürich, Carl-Spitteler-Strasse"
22201,8591108,8.531219,47.41337,441,"Zürich, Chaletweg"
22202,8591109,8.552953,47.354514,411,"Zürich, Chinagarten"
22203,8591110,8.526391,47.388490000000004,404,"Zürich, Dammweg"
22204,8591111,8.529975,47.334548,457,"Zürich, Dangelstrasse"
22205,8591112,8.5488,47.407437,441,"Zürich, Dorflinde"
22206,8591113,8.567169,47.410794,428,"Zürich, Dreispitz"
22207,8591114,8.575643,47.378823,608,"Zürich, Dreiwiesen"
22208,8591115,8.578837,47.360341999999996,538,"Zürich, Drusbergstrasse"
22209,8591116,8.470054,47.38889,435,"Zürich, Dunkelhölzli"
22210,8591118,8.512926,47.4157,463,"Zürich, Einfangstrasse"
22211,8591119,8.558173,47.366733,432,"Zürich, Englischviertelstrasse"
22212,8591120,8.570659,47.348648,459,"Zürich, EPI-Klinik"
22213,8591121,8.512044,47.39627,444,"Zürich, Eschergutweg"
22214,8591122,8.507710000000001,47.408679,525,"Zürich, ETH Hönggerberg"
22215,8591123,8.548888,47.376682,454,"Zürich, ETH/Universitätsspital"
22216,8591124,8.553628999999999,47.425461,434,"Zürich, Ettenfeld"
22217,8591126,8.488417,47.375718,422,"Zürich, Fellenbergstrasse"
22218,8591127,8.545297,47.416789,436,"Zürich, Felsenrainstrasse"
22219,8591128,8.561746000000001,47.418178000000005,423,"Zürich, Fernsehstudio"
22220,8591130,8.471027000000001,47.395367,422,"Zürich, Feusisbergli"
22221,8591131,8.512122999999999,47.393571,401,"Zürich, Fischerweg"
22222,8591132,8.568039,47.38058,600,"Zürich, Flobotstrasse"
22223,8591133,8.569479,47.350459,458,"Zürich, Flühgasse"
22224,8591134,8.491945,47.381326,409,"Zürich, Flurstrasse"
